Scope	Level 1	Level 2	Level 3	Level 4	Column Text	UOM	GHG/Unit	GHG Conversion Factor 2022
Scope 1	Fuels	Gaseous fuels	Butane			tonnes	kg CO2e	3033.32000
Scope 1	Fuels	Gaseous fuels	Butane			tonnes	kg CO2e of CO2	3029.26000
Scope 1	Fuels	Gaseous fuels	Butane			tonnes	kg CO2e of CH4	2.25000
Scope 1	Fuels	Gaseous fuels	Butane			tonnes	kg CO2e of N2O	1.80000
Scope 1	Fuels	Gaseous fuels	Butane			litres	kg CO2e	1.74529
Scope 1	Fuels	Gaseous fuels	Butane			litres	kg CO2e of CO2	1.74296
Scope 1	Fuels	Gaseous fuels	Butane			litres	kg CO2e of CH4	0.00129
Scope 1	Fuels	Gaseous fuels	Butane			litres	kg CO2e of N2O	0.00104
Scope 1	Fuels	Gaseous fuels	Butane			kWh (Net CV)	kg CO2e	0.24106
Scope 1	Fuels	Gaseous fuels	Butane			kWh (Net CV)	kg CO2e of CO2	0.24074
Scope 1	Fuels	Gaseous fuels	Butane			kWh (Net CV)	kg CO2e of CH4	0.00018
Scope 1	Fuels	Gaseous fuels	Butane			kWh (Net CV)	kg CO2e of N2O	0.00014
Scope 1	Fuels	Gaseous fuels	Butane			kWh (Gross CV)	kg CO2e	0.22240
Scope 1	Fuels	Gaseous fuels	Butane			kWh (Gross CV)	kg CO2e of CO2	0.22210
Scope 1	Fuels	Gaseous fuels	Butane			kWh (Gross CV)	kg CO2e of CH4	0.00017
Scope 1	Fuels	Gaseous fuels	Butane			kWh (Gross CV)	kg CO2e of N2O	0.00013
Scope 1	Fuels	Gaseous fuels	CNG			tonnes	kg CO2e	2539.25000
Scope 1	Fuels	Gaseous fuels	CNG			tonnes	kg CO2e of CO2	2534.47000
Scope 1	Fuels	Gaseous fuels	CNG			tonnes	kg CO2e of CH4	3.44000
Scope 1	Fuels	Gaseous fuels	CNG			tonnes	kg CO2e of N2O	1.34000
Scope 1	Fuels	Gaseous fuels	CNG			litres	kg CO2e	0.44436
Scope 1	Fuels	Gaseous fuels	CNG			litres	kg CO2e of CO2	0.44353
Scope 1	Fuels	Gaseous fuels	CNG			litres	kg CO2e of CH4	0.00060
Scope 1	Fuels	Gaseous fuels	CNG			litres	kg CO2e of N2O	0.00023
Scope 1	Fuels	Gaseous fuels	CNG			kWh (Net CV)	kg CO2e	0.20227
Scope 1	Fuels	Gaseous fuels	CNG			kWh (Net CV)	kg CO2e of CO2	0.20188
Scope 1	Fuels	Gaseous fuels	CNG			kWh (Net CV)	kg CO2e of CH4	0.00028
Scope 1	Fuels	Gaseous fuels	CNG			kWh (Net CV)	kg CO2e of N2O	0.00011
Scope 1	Fuels	Gaseous fuels	CNG			kWh (Gross CV)	kg CO2e	0.18254
Scope 1	Fuels	Gaseous fuels	CNG			kWh (Gross CV)	kg CO2e of CO2	0.18219
Scope 1	Fuels	Gaseous fuels	CNG			kWh (Gross CV)	kg CO2e of CH4	0.00025
Scope 1	Fuels	Gaseous fuels	CNG			kWh (Gross CV)	kg CO2e of N2O	0.00010
Scope 1	Fuels	Gaseous fuels	LNG			tonnes	kg CO2e	2559.17000
Scope 1	Fuels	Gaseous fuels	LNG			tonnes	kg CO2e of CO2	2554.39000
Scope 1	Fuels	Gaseous fuels	LNG			tonnes	kg CO2e of CH4	3.44000
Scope 1	Fuels	Gaseous fuels	LNG			tonnes	kg CO2e of N2O	1.34000
Scope 1	Fuels	Gaseous fuels	LNG			litres	kg CO2e	1.15800
Scope 1	Fuels	Gaseous fuels	LNG			litres	kg CO2e of CO2	1.15583
Scope 1	Fuels	Gaseous fuels	LNG			litres	kg CO2e of CH4	0.00156
Scope 1	Fuels	Gaseous fuels	LNG			litres	kg CO2e of N2O	0.00061
Scope 1	Fuels	Gaseous fuels	LNG			kWh (Net CV)	kg CO2e	0.20386
Scope 1	Fuels	Gaseous fuels	LNG			kWh (Net CV)	kg CO2e of CO2	0.20347
Scope 1	Fuels	Gaseous fuels	LNG			kWh (Net CV)	kg CO2e of CH4	0.00028
Scope 1	Fuels	Gaseous fuels	LNG			kWh (Net CV)	kg CO2e of N2O	0.00011
Scope 1	Fuels	Gaseous fuels	LNG			kWh (Gross CV)	kg CO2e	0.18397
Scope 1	Fuels	Gaseous fuels	LNG			kWh (Gross CV)	kg CO2e of CO2	0.18362
Scope 1	Fuels	Gaseous fuels	LNG			kWh (Gross CV)	kg CO2e of CH4	0.00025
Scope 1	Fuels	Gaseous fuels	LNG			kWh (Gross CV)	kg CO2e of N2O	0.00010
Scope 1	Fuels	Gaseous fuels	LPG			tonnes	kg CO2e	2939.29000
Scope 1	Fuels	Gaseous fuels	LPG			tonnes	kg CO2e of CO2	2935.18000
Scope 1	Fuels	Gaseous fuels	LPG			tonnes	kg CO2e of CH4	2.28000
Scope 1	Fuels	Gaseous fuels	LPG			tonnes	kg CO2e of N2O	1.83000
Scope 1	Fuels	Gaseous fuels	LPG			litres	kg CO2e	1.55709
Scope 1	Fuels	Gaseous fuels	LPG			litres	kg CO2e of CO2	1.55491
Scope 1	Fuels	Gaseous fuels	LPG			litres	kg CO2e of CH4	0.00121
Scope 1	Fuels	Gaseous fuels	LPG			litres	kg CO2e of N2O	0.00097
Scope 1	Fuels	Gaseous fuels	LPG			kWh (Net CV)	kg CO2e	0.23031
Scope 1	Fuels	Gaseous fuels	LPG			kWh (Net CV)	kg CO2e of CO2	0.22999
Scope 1	Fuels	Gaseous fuels	LPG			kWh (Net CV)	kg CO2e of CH4	0.00018
Scope 1	Fuels	Gaseous fuels	LPG			kWh (Net CV)	kg CO2e of N2O	0.00014
Scope 1	Fuels	Gaseous fuels	LPG			kWh (Gross CV)	kg CO2e	0.21449
Scope 1	Fuels	Gaseous fuels	LPG			kWh (Gross CV)	kg CO2e of CO2	0.21419
Scope 1	Fuels	Gaseous fuels	LPG			kWh (Gross CV)	kg CO2e of CH4	0.00017
Scope 1	Fuels	Gaseous fuels	LPG			kWh (Gross CV)	kg CO2e of N2O	0.00013
Scope 1	Fuels	Gaseous fuels	Natural gas			tonnes	kg CO2e	2539.25000
Scope 1	Fuels	Gaseous fuels	Natural gas			tonnes	kg CO2e of CO2	2534.47000
Scope 1	Fuels	Gaseous fuels	Natural gas			tonnes	kg CO2e of CH4	3.44000
Scope 1	Fuels	Gaseous fuels	Natural gas			tonnes	kg CO2e of N2O	1.34000
Scope 1	Fuels	Gaseous fuels	Natural gas			cubic metres	kg CO2e	2.01574
Scope 1	Fuels	Gaseous fuels	Natural gas			cubic metres	kg CO2e of CO2	2.01193
Scope 1	Fuels	Gaseous fuels	Natural gas			cubic metres	kg CO2e of CH4	0.00274
Scope 1	Fuels	Gaseous fuels	Natural gas			cubic metres	kg CO2e of N2O	0.00107
Scope 1	Fuels	Gaseous fuels	Natural gas			kWh (Net CV)	kg CO2e	0.20227
Scope 1	Fuels	Gaseous fuels	Natural gas			kWh (Net CV)	kg CO2e of CO2	0.20188
Scope 1	Fuels	Gaseous fuels	Natural gas			kWh (Net CV)	kg CO2e of CH4	0.00028
Scope 1	Fuels	Gaseous fuels	Natural gas			kWh (Net CV)	kg CO2e of N2O	0.00011
Scope 1	Fuels	Gaseous fuels	Natural gas			kWh (Gross CV)	kg CO2e	0.18254
Scope 1	Fuels	Gaseous fuels	Natural gas			kWh (Gross CV)	kg CO2e of CO2	0.18219
Scope 1	Fuels	Gaseous fuels	Natural gas			kWh (Gross CV)	kg CO2e of CH4	0.00025
Scope 1	Fuels	Gaseous fuels	Natural gas			kWh (Gross CV)	kg CO2e of N2O	0.00010
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			tonnes	kg CO2e	2559.17000
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			tonnes	kg CO2e of CO2	2554.39000
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			tonnes	kg CO2e of CH4	3.44000
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			tonnes	kg CO2e of N2O	1.34000
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			cubic metres	kg CO2e	2.03155
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			cubic metres	kg CO2e of CO2	2.02774
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			cubic metres	kg CO2e of CH4	0.00274
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			cubic metres	kg CO2e of N2O	0.00107
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			kWh (Net CV)	kg CO2e	0.20386
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			kWh (Net CV)	kg CO2e of CO2	0.20347
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			kWh (Net CV)	kg CO2e of CH4	0.00028
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			kWh (Net CV)	kg CO2e of N2O	0.00011
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			kWh (Gross CV)	kg CO2e	0.18397
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			kWh (Gross CV)	kg CO2e of CO2	0.18362
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			kWh (Gross CV)	kg CO2e of CH4	0.00025
Scope 1	Fuels	Gaseous fuels	Natural gas (100% mineral blend)			kWh (Gross CV)	kg CO2e of N2O	0.00010
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			tonnes	kg CO2e	2578.25000
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			tonnes	kg CO2e of CO2	2575.70000
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			tonnes	kg CO2e of CH4	1.17000
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			tonnes	kg CO2e of N2O	1.39000
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			litres	kg CO2e	0.94441
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			litres	kg CO2e of CO2	0.94348
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			litres	kg CO2e of CH4	0.00043
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			litres	kg CO2e of N2O	0.00051
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			kWh (Net CV)	kg CO2e	0.19917
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			kWh (Net CV)	kg CO2e of CO2	0.19897
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			kWh (Net CV)	kg CO2e of CH4	0.00009
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			kWh (Net CV)	kg CO2e of N2O	0.00011
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			kWh (Gross CV)	kg CO2e	0.18324
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			kWh (Gross CV)	kg CO2e of CO2	0.18305
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			kWh (Gross CV)	kg CO2e of CH4	0.00008
Scope 1	Fuels	Gaseous fuels	Other petroleum gas			kWh (Gross CV)	kg CO2e of N2O	0.00010
Scope 1	Fuels	Gaseous fuels	Propane			tonnes	kg CO2e	2997.55000
Scope 1	Fuels	Gaseous fuels	Propane			tonnes	kg CO2e of CO2	2993.40000
Scope 1	Fuels	Gaseous fuels	Propane			tonnes	kg CO2e of CH4	2.31000
Scope 1	Fuels	Gaseous fuels	Propane			tonnes	kg CO2e of N2O	1.85000
Scope 1	Fuels	Gaseous fuels	Propane			litres	kg CO2e	1.54354
Scope 1	Fuels	Gaseous fuels	Propane			litres	kg CO2e of CO2	1.54140
Scope 1	Fuels	Gaseous fuels	Propane			litres	kg CO2e of CH4	0.00119
Scope 1	Fuels	Gaseous fuels	Propane			litres	kg CO2e of N2O	0.00095
Scope 1	Fuels	Gaseous fuels	Propane			kWh (Net CV)	kg CO2e	0.23257
Scope 1	Fuels	Gaseous fuels	Propane			kWh (Net CV)	kg CO2e of CO2	0.23225
Scope 1	Fuels	Gaseous fuels	Propane			kWh (Net CV)	kg CO2e of CH4	0.00018
Scope 1	Fuels	Gaseous fuels	Propane			kWh (Net CV)	kg CO2e of N2O	0.00014
Scope 1	Fuels	Gaseous fuels	Propane			kWh (Gross CV)	kg CO2e	0.21411
Scope 1	Fuels	Gaseous fuels	Propane			kWh (Gross CV)	kg CO2e of CO2	0.21381
Scope 1	Fuels	Gaseous fuels	Propane			kWh (Gross CV)	kg CO2e of CH4	0.00016
Scope 1	Fuels	Gaseous fuels	Propane			kWh (Gross CV)	kg CO2e of N2O	0.00013
Scope 1	Fuels	Liquid fuels	Aviation spirit			tonnes	kg CO2e	3192.76000
Scope 1	Fuels	Liquid fuels	Aviation spirit			tonnes	kg CO2e of CO2	3127.67000
Scope 1	Fuels	Liquid fuels	Aviation spirit			tonnes	kg CO2e of CH4	35.29000
Scope 1	Fuels	Liquid fuels	Aviation spirit			tonnes	kg CO2e of N2O	29.80000
Scope 1	Fuels	Liquid fuels	Aviation spirit			litres	kg CO2e	2.33048
Scope 1	Fuels	Liquid fuels	Aviation spirit			litres	kg CO2e of CO2	2.28297
Scope 1	Fuels	Liquid fuels	Aviation spirit			litres	kg CO2e of CH4	0.02576
Scope 1	Fuels	Liquid fuels	Aviation spirit			litres	kg CO2e of N2O	0.02175
Scope 1	Fuels	Liquid fuels	Aviation spirit			kWh (Net CV)	kg CO2e	0.25658
Scope 1	Fuels	Liquid fuels	Aviation spirit			kWh (Net CV)	kg CO2e of CO2	0.25135
Scope 1	Fuels	Liquid fuels	Aviation spirit			kWh (Net CV)	kg CO2e of CH4	0.00284
Scope 1	Fuels	Liquid fuels	Aviation spirit			kWh (Net CV)	kg CO2e of N2O	0.00239
Scope 1	Fuels	Liquid fuels	Aviation spirit			kWh (Gross CV)	kg CO2e	0.24375
Scope 1	Fuels	Liquid fuels	Aviation spirit			kWh (Gross CV)	kg CO2e of CO2	0.23878
Scope 1	Fuels	Liquid fuels	Aviation spirit			kWh (Gross CV)	kg CO2e of CH4	0.00269
Scope 1	Fuels	Liquid fuels	Aviation spirit			kWh (Gross CV)	kg CO2e of N2O	0.00228
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			tonnes	kg CO2e	3181.43000
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			tonnes	kg CO2e of CO2	3149.67000
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			tonnes	kg CO2e of CH4	1.96000
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			tonnes	kg CO2e of N2O	29.80000
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			litres	kg CO2e	2.54514
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			litres	kg CO2e of CO2	2.51973
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			litres	kg CO2e of CH4	0.00157
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			litres	kg CO2e of N2O	0.02384
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			kWh (Net CV)	kg CO2e	0.26086
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			kWh (Net CV)	kg CO2e of CO2	0.25826
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			kWh (Net CV)	kg CO2e of CH4	0.00016
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			kWh (Net CV)	kg CO2e of N2O	0.00244
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			kWh (Gross CV)	kg CO2e	0.24782
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			kWh (Gross CV)	kg CO2e of CO2	0.24535
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			kWh (Gross CV)	kg CO2e of CH4	0.00015
Scope 1	Fuels	Liquid fuels	Aviation turbine fuel			kWh (Gross CV)	kg CO2e of N2O	0.00232
Scope 1	Fuels	Liquid fuels	Burning oil			tonnes	kg CO2e	3165.01000
Scope 1	Fuels	Liquid fuels	Burning oil			tonnes	kg CO2e of CO2	3149.67000
Scope 1	Fuels	Liquid fuels	Burning oil			tonnes	kg CO2e of CH4	7.50000
Scope 1	Fuels	Liquid fuels	Burning oil			tonnes	kg CO2e of N2O	7.84000
Scope 1	Fuels	Liquid fuels	Burning oil			litres	kg CO2e	2.54013
Scope 1	Fuels	Liquid fuels	Burning oil			litres	kg CO2e of CO2	2.52782
Scope 1	Fuels	Liquid fuels	Burning oil			litres	kg CO2e of CH4	0.00602
Scope 1	Fuels	Liquid fuels	Burning oil			litres	kg CO2e of N2O	0.00629
Scope 1	Fuels	Liquid fuels	Burning oil			kWh (Net CV)	kg CO2e	0.25975
Scope 1	Fuels	Liquid fuels	Burning oil			kWh (Net CV)	kg CO2e of CO2	0.25849
Scope 1	Fuels	Liquid fuels	Burning oil			kWh (Net CV)	kg CO2e of CH4	0.00062
Scope 1	Fuels	Liquid fuels	Burning oil			kWh (Net CV)	kg CO2e of N2O	0.00064
Scope 1	Fuels	Liquid fuels	Burning oil			kWh (Gross CV)	kg CO2e	0.24677
Scope 1	Fuels	Liquid fuels	Burning oil			kWh (Gross CV)	kg CO2e of CO2	0.24557
Scope 1	Fuels	Liquid fuels	Burning oil			kWh (Gross CV)	kg CO2e of CH4	0.00059
Scope 1	Fuels	Liquid fuels	Burning oil			kWh (Gross CV)	kg CO2e of N2O	0.00061
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			tonnes	kg CO2e	3032.89000
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			tonnes	kg CO2e of CO2	2988.85000
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			tonnes	kg CO2e of CH4	0.31000
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			tonnes	kg CO2e of N2O	43.73000
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			litres	kg CO2e	2.55784
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			litres	kg CO2e of CO2	2.52058
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			litres	kg CO2e of CH4	0.00026
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			litres	kg CO2e of N2O	0.03700
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			kWh (Net CV)	kg CO2e	0.25631
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			kWh (Net CV)	kg CO2e of CO2	0.25257
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			kWh (Net CV)	kg CO2e of CH4	0.00003
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			kWh (Net CV)	kg CO2e of N2O	0.00371
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			kWh (Gross CV)	kg CO2e	0.24115
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			kWh (Gross CV)	kg CO2e of CO2	0.23764
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			kWh (Gross CV)	kg CO2e of CH4	0.00002
Scope 1	Fuels	Liquid fuels	Diesel (average biofuel blend)			kWh (Gross CV)	kg CO2e of N2O	0.00349
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			tonnes	kg CO2e	3208.76000
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			tonnes	kg CO2e of CO2	3164.33000
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			tonnes	kg CO2e of CH4	0.31000
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			tonnes	kg CO2e of N2O	44.12000
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			litres	kg CO2e	2.69880
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			litres	kg CO2e of CO2	2.66134
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			litres	kg CO2e of CH4	0.00026
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			litres	kg CO2e of N2O	0.03720
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			kWh (Net CV)	kg CO2e	0.26939
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			kWh (Net CV)	kg CO2e of CO2	0.26565
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			kWh (Net CV)	kg CO2e of CH4	0.00003
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			kWh (Net CV)	kg CO2e of N2O	0.00371
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			kWh (Gross CV)	kg CO2e	0.25321
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			kWh (Gross CV)	kg CO2e of CO2	0.24971
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			kWh (Gross CV)	kg CO2e of CH4	0.00002
Scope 1	Fuels	Liquid fuels	Diesel (100% mineral diesel)			kWh (Gross CV)	kg CO2e of N2O	0.00348
Scope 1	Fuels	Liquid fuels	Fuel oil			tonnes	kg CO2e	3229.20000
Scope 1	Fuels	Liquid fuels	Fuel oil			tonnes	kg CO2e of CO2	3216.38000
Scope 1	Fuels	Liquid fuels	Fuel oil			tonnes	kg CO2e of CH4	4.81000
Scope 1	Fuels	Liquid fuels	Fuel oil			tonnes	kg CO2e of N2O	8.01000
Scope 1	Fuels	Liquid fuels	Fuel oil			litres	kg CO2e	3.17523
Scope 1	Fuels	Liquid fuels	Fuel oil			litres	kg CO2e of CO2	3.16262
Scope 1	Fuels	Liquid fuels	Fuel oil			litres	kg CO2e of CH4	0.00473
Scope 1	Fuels	Liquid fuels	Fuel oil			litres	kg CO2e of N2O	0.00788
Scope 1	Fuels	Liquid fuels	Fuel oil			kWh (Net CV)	kg CO2e	0.28526
Scope 1	Fuels	Liquid fuels	Fuel oil			kWh (Net CV)	kg CO2e of CO2	0.28413
Scope 1	Fuels	Liquid fuels	Fuel oil			kWh (Net CV)	kg CO2e of CH4	0.00042
Scope 1	Fuels	Liquid fuels	Fuel oil			kWh (Net CV)	kg CO2e of N2O	0.00071
Scope 1	Fuels	Liquid fuels	Fuel oil			kWh (Gross CV)	kg CO2e	0.26816
Scope 1	Fuels	Liquid fuels	Fuel oil			kWh (Gross CV)	kg CO2e of CO2	0.26709
Scope 1	Fuels	Liquid fuels	Fuel oil			kWh (Gross CV)	kg CO2e of CH4	0.00040
Scope 1	Fuels	Liquid fuels	Fuel oil			kWh (Gross CV)	kg CO2e of N2O	0.00067
Scope 1	Fuels	Liquid fuels	Gas oil			tonnes	kg CO2e	3230.28000
Scope 1	Fuels	Liquid fuels	Gas oil			tonnes	kg CO2e of CO2	3190.00000
Scope 1	Fuels	Liquid fuels	Gas oil			tonnes	kg CO2e of CH4	3.29000
Scope 1	Fuels	Liquid fuels	Gas oil			tonnes	kg CO2e of N2O	36.99000
Scope 1	Fuels	Liquid fuels	Gas oil			litres	kg CO2e	2.75857
Scope 1	Fuels	Liquid fuels	Gas oil			litres	kg CO2e of CO2	2.72417
Scope 1	Fuels	Liquid fuels	Gas oil			litres	kg CO2e of CH4	0.00281
Scope 1	Fuels	Liquid fuels	Gas oil			litres	kg CO2e of N2O	0.03159
Scope 1	Fuels	Liquid fuels	Gas oil			kWh (Net CV)	kg CO2e	0.27319
Scope 1	Fuels	Liquid fuels	Gas oil			kWh (Net CV)	kg CO2e of CO2	0.26978
Scope 1	Fuels	Liquid fuels	Gas oil			kWh (Net CV)	kg CO2e of CH4	0.00028
Scope 1	Fuels	Liquid fuels	Gas oil			kWh (Net CV)	kg CO2e of N2O	0.00313
Scope 1	Fuels	Liquid fuels	Gas oil			kWh (Gross CV)	kg CO2e	0.25679
Scope 1	Fuels	Liquid fuels	Gas oil			kWh (Gross CV)	kg CO2e of CO2	0.25359
Scope 1	Fuels	Liquid fuels	Gas oil			kWh (Gross CV)	kg CO2e of CH4	0.00026
Scope 1	Fuels	Liquid fuels	Gas oil			kWh (Gross CV)	kg CO2e of N2O	0.00294
Scope 1	Fuels	Liquid fuels	Lubricants			tonnes	kg CO2e	3181.44000
Scope 1	Fuels	Liquid fuels	Lubricants			tonnes	kg CO2e of CO2	3171.09000
Scope 1	Fuels	Liquid fuels	Lubricants			tonnes	kg CO2e of CH4	3.06000
Scope 1	Fuels	Liquid fuels	Lubricants			tonnes	kg CO2e of N2O	7.29000
Scope 1	Fuels	Liquid fuels	Lubricants			litres	kg CO2e	2.74972
Scope 1	Fuels	Liquid fuels	Lubricants			litres	kg CO2e of CO2	2.74078
Scope 1	Fuels	Liquid fuels	Lubricants			litres	kg CO2e of CH4	0.00264
Scope 1	Fuels	Liquid fuels	Lubricants			litres	kg CO2e of N2O	0.00630
Scope 1	Fuels	Liquid fuels	Lubricants			kWh (Net CV)	kg CO2e	0.28104
Scope 1	Fuels	Liquid fuels	Lubricants			kWh (Net CV)	kg CO2e of CO2	0.28013
Scope 1	Fuels	Liquid fuels	Lubricants			kWh (Net CV)	kg CO2e of CH4	0.00027
Scope 1	Fuels	Liquid fuels	Lubricants			kWh (Net CV)	kg CO2e of N2O	0.00064
Scope 1	Fuels	Liquid fuels	Lubricants			kWh (Gross CV)	kg CO2e	0.26418
Scope 1	Fuels	Liquid fuels	Lubricants			kWh (Gross CV)	kg CO2e of CO2	0.26332
Scope 1	Fuels	Liquid fuels	Lubricants			kWh (Gross CV)	kg CO2e of CH4	0.00025
Scope 1	Fuels	Liquid fuels	Lubricants			kWh (Gross CV)	kg CO2e of N2O	0.00061
Scope 1	Fuels	Liquid fuels	Naphtha			tonnes	kg CO2e	3142.87000
Scope 1	Fuels	Liquid fuels	Naphtha			tonnes	kg CO2e of CO2	3131.33000
Scope 1	Fuels	Liquid fuels	Naphtha			tonnes	kg CO2e of CH4	3.41000
Scope 1	Fuels	Liquid fuels	Naphtha			tonnes	kg CO2e of N2O	8.13000
Scope 1	Fuels	Liquid fuels	Naphtha			litres	kg CO2e	2.11927
Scope 1	Fuels	Liquid fuels	Naphtha			litres	kg CO2e of CO2	2.11149
Scope 1	Fuels	Liquid fuels	Naphtha			litres	kg CO2e of CH4	0.00230
Scope 1	Fuels	Liquid fuels	Naphtha			litres	kg CO2e of N2O	0.00548
Scope 1	Fuels	Liquid fuels	Naphtha			kWh (Net CV)	kg CO2e	0.24895
Scope 1	Fuels	Liquid fuels	Naphtha			kWh (Net CV)	kg CO2e of CO2	0.24804
Scope 1	Fuels	Liquid fuels	Naphtha			kWh (Net CV)	kg CO2e of CH4	0.00027
Scope 1	Fuels	Liquid fuels	Naphtha			kWh (Net CV)	kg CO2e of N2O	0.00064
Scope 1	Fuels	Liquid fuels	Naphtha			kWh (Gross CV)	kg CO2e	0.23651
Scope 1	Fuels	Liquid fuels	Naphtha			kWh (Gross CV)	kg CO2e of CO2	0.23564
Scope 1	Fuels	Liquid fuels	Naphtha			kWh (Gross CV)	kg CO2e of CH4	0.00026
Scope 1	Fuels	Liquid fuels	Naphtha			kWh (Gross CV)	kg CO2e of N2O	0.00061
Scope 1	Fuels	Liquid fuels	Petrol (average biofuel blend)			tonnes	kg CO2e	2903.08000
Scope 1	Fuels	Liquid fuels	Petrol (average biofuel blend)			tonnes	kg CO2e of CO2	2884.53000
Scope 1	Fuels	Liquid fuels	Petrol (average biofuel blend)			tonnes	kg CO2e of CH4	9.68000
Scope 1	Fuels	Liquid fuels	Petrol (average biofuel blend)			tonnes	kg CO2e of N2O	8.87000
Scope 1	Fuels	Liquid fuels	Petrol (average biofuel blend)			litres	kg CO2e	2.16185
Scope 1	Fuels	Liquid fuels	Petrol (average biofuel blend)			litres	kg CO2e of CO2	2.14805
Scope 1	Fuels	Liquid fuels	Petrol (average biofuel blend)			litres	kg CO2e of CH4	0.00720
Scope 1	Fuels	Liquid fuels	Petrol (average biofuel blend)			litres	kg CO2e of N2O	0.00660
